File Created Date: 2024-09-04			Comments: RECORDING START TIME: Tue Sep 03 22:16:19 EDT 2024, DURATION: 30s. Left 1064, no tourniquet. Right 0818, no tourniquet.

PPG	Derivative	Time	Laterality
"2.3488366E7"	0	"1.286966823"	"LEFT_ARM"
"2.3519612E7"	0	"1.3271889590000001"	"LEFT_ARM"
"2.3548816E7"	0	"1.367411146"	"LEFT_ARM"
"2.3559628E7"	0	"1.407663802"	"LEFT_ARM"
"2.3453016E7"	0	"1.447794427"	"LEFT_ARM"
"2.3278888E7"	0	"1.488077657"	"LEFT_ARM"
"2.3147988E7"	0	"1.528299792"	"LEFT_ARM"
"2.3079132E7"	0	"1.5703331770000002"	"LEFT_ARM"
"2.3018266E7"	0	"1.6105248440000002"	"LEFT_ARM"
"2.2981888E7"	0	"1.650808021"	"LEFT_ARM"
"2.2980952E7"	0	"1.690999688"	"LEFT_ARM"
"2.2985252E7"	0	"1.7312218750000001"	"LEFT_ARM"
"2.2973092E7"	0	"1.771382969"	"LEFT_ARM"
"2.2974E7"	0	"1.811605157"	"LEFT_ARM"
"2.2983776E7"	0	"1.8518273440000002"	"LEFT_ARM"
"2.3000036E7"	0	"1.892018959"	"LEFT_ARM"
"2.3032488E7"	0	"1.9322411460000002"	"LEFT_ARM"
"2.3054768E7"	0	"1.9724022920000002"	"LEFT_ARM"
"2.3067344E7"	0	"2.012654948"	"LEFT_ARM"
"2.3098782E7"	0	"2.052846615"	"LEFT_ARM"
"2.3128952E7"	0	"2.0930688020000003"	"LEFT_ARM"
"2.315948E7"	0	"2.1332604170000002"	"LEFT_ARM"
"2.3193648E7"	0	"2.173452084"	"LEFT_ARM"
"2.3236488E7"	0	"2.2136742710000004"	"LEFT_ARM"
"2.3258668E7"	0	"2.253896407"	"LEFT_ARM"
"2.328682E7"	0	"2.294118594"	"LEFT_ARM"
"2.3319784E7"	0	"2.334340729"	"LEFT_ARM"
"2.335442E7"	0	"2.374532396"	"LEFT_ARM"
"2.3379108E7"	0	"2.414754584"	"LEFT_ARM"
"2.3391096E7"	0	"2.4549767190000003"	"LEFT_ARM"
"2.327115E7"	0	"2.4951989070000002"	"LEFT_ARM"
"2.310824E7"	0	"2.535421094"	"LEFT_ARM"
"2.3010944E7"	0	"2.575662969"	"LEFT_ARM"
"2.2962626E7"	0	"2.615885157"	"LEFT_ARM"
"2.2918536E7"	0	"2.656107344"	"LEFT_ARM"
"2.2901954E7"	0	"2.696329479"	"LEFT_ARM"
"2.291846E7"	0	"2.7365211460000003"	"LEFT_ARM"
"2.2912052E7"	0	"2.776712813"	"LEFT_ARM"
"2.2890364E7"	0	"2.8169654690000003"	"LEFT_ARM"
"2.2880684E7"	0	"2.857218177"	"LEFT_ARM"
"2.2881E7"	0	"2.897440313"	"LEFT_ARM"
"2.290127E7"	0	"2.9376319790000003"	"LEFT_ARM"
"2.291178E7"	0	"2.9777931250000003"	"LEFT_ARM"
"2.2937992E7"	0	"3.0180763020000003"	"LEFT_ARM"
"2.295138E7"	0	"3.0582984900000003"	"LEFT_ARM"
"2.2963756E7"	0	"3.0985206250000004"	"LEFT_ARM"
"2.2979994E7"	0	"3.1387428130000004"	"LEFT_ARM"
"2.2989576E7"	0	"3.178934479"	"LEFT_ARM"
"2.3006278E7"	0	"3.2191871360000004"	"LEFT_ARM"
"2.3019984E7"	0	"3.2594093230000003"	"LEFT_ARM"
"2.302158E7"	0	"3.2996315110000003"	"LEFT_ARM"
"2.3018192E7"	0	"3.3398536460000003"	"LEFT_ARM"
"2.3018902E7"	0	"3.3800758340000003"	"LEFT_ARM"
"2.3026052E7"	0	"3.4202369790000002"	"LEFT_ARM"
"2.3037228E7"	0	"3.460489636"	"LEFT_ARM"
"2.3014504E7"	0	"3.500711823"	"LEFT_ARM"
"2.2845752E7"	0	"3.540933959"	"LEFT_ARM"
"2.2677736E7"	0	"3.581358959"	"LEFT_ARM"
"2.2557792E7"	0	"3.621642188"	"LEFT_ARM"
"2.247074E7"	0	"3.661864323"	"LEFT_ARM"
"2.239582E7"	0	"3.702086511"	"LEFT_ARM"
"2.2355708E7"	0	"3.7422171360000003"	"LEFT_ARM"
"2.2344676E7"	0	"3.782530834"	"LEFT_ARM"
"2.231552E7"	0	"3.822753021"	"LEFT_ARM"
"2.2278136E7"	0	"3.8630056770000003"	"LEFT_ARM"
"2.2252492E7"	0	"3.9032278650000003"	"LEFT_ARM"
"2.2239696E7"	0	"3.9433890110000003"	"LEFT_ARM"
"2.2238808E7"	0	"3.983641667"	"LEFT_ARM"
"2.2237974E7"	0	"4.023894375"	"LEFT_ARM"
"2.2248832E7"	0	"4.064116511"	"LEFT_ARM"
"2.2252124E7"	0	"4.104338698"	"LEFT_ARM"
"2.225772E7"	0	"4.144560886"	"LEFT_ARM"
"2.2267276E7"	0	"4.1846915110000005"	"LEFT_ARM"
"2.2283268E7"	0	"4.224944167"	"LEFT_ARM"
"2.2300808E7"	0	"4.265166354000001"	"LEFT_ARM"
"2.2322892E7"	0	"4.30538849"	"LEFT_ARM"
"2.2344064E7"	0	"4.345488594"	"LEFT_ARM"
"2.2359416E7"	0	"4.385771823000001"	"LEFT_ARM"
"2.2365924E7"	0	"4.425993959"	"LEFT_ARM"
"2.2391154E7"	0	"4.466216146000001"	"LEFT_ARM"
"2.2410116E7"	0	"4.506438334"	"LEFT_ARM"
"2.2439198E7"	0	"4.546568907"	"LEFT_ARM"
"2.2406872E7"	0	"4.586888125000001"	"LEFT_ARM"
"2.2257232E7"	0	"4.627110313"	"LEFT_ARM"
"2.2083812E7"	0	"4.667332448000001"	"LEFT_ARM"
"2.1979488E7"	0	"4.7075851570000005"	"LEFT_ARM"
"2.1912552E7"	0	"4.7477462500000005"	"LEFT_ARM"
"2.1838936E7"	0	"4.788029479"	"LEFT_ARM"
"2.1805996E7"	0	"4.828221146000001"	"LEFT_ARM"
"2.1790618E7"	0	"4.868443282"	"LEFT_ARM"
"2.1768168E7"	0	"4.908573907"	"LEFT_ARM"
"2.173368E7"	0	"4.948826615000001"	"LEFT_ARM"
"2.1722256E7"	0	"4.9890792710000005"	"LEFT_ARM"
"2.1718404E7"	0	"5.029301459"	"LEFT_ARM"
"2.172032E7"	0	"5.0695235940000005"	"LEFT_ARM"
"2.1735918E7"	0	"5.109715261000001"	"LEFT_ARM"
"2.1742376E7"	0	"5.149876407000001"	"LEFT_ARM"
"2.1755468E7"	0	"5.1901290630000005"	"LEFT_ARM"
"2.1762812E7"	0	"5.23035125"	"LEFT_ARM"
"2.1777724E7"	0	"5.270512396"	"LEFT_ARM"
"2.1790322E7"	0	"5.310765052000001"	"LEFT_ARM"
"2.1813712E7"	0	"5.350956719"	"LEFT_ARM"
"2.183766E7"	0	"5.391209427000001"	"LEFT_ARM"
"2.1868168E7"	0	"5.431401042"	"LEFT_ARM"
"2.1888578E7"	0	"5.471623229"	"LEFT_ARM"
"2.1914518E7"	0	"5.511814896000001"	"LEFT_ARM"
"2.1945494E7"	0	"5.551975990000001"	"LEFT_ARM"
"2.1975534E7"	0	"5.592288646"	"LEFT_ARM"
"2.2006952E7"	0	"5.6325108340000005"	"LEFT_ARM"
"2.1986268E7"	0	"5.672702448000001"	"LEFT_ARM"
"2.184606E7"	0	"5.712894115"	"LEFT_ARM"
"2.171926E7"	0	"5.753024740000001"	"LEFT_ARM"
"2.1640584E7"	0	"5.793277396000001"	"LEFT_ARM"
"2.1593004E7"	0	"5.8335606250000005"	"LEFT_ARM"
"2.1561932E7"	0	"5.87369125"	"LEFT_ARM"
"2.1556232E7"	0	"5.9140049480000005"	"LEFT_ARM"
"2.1560628E7"	0	"5.954135573"	"LEFT_ARM"
"2.155402E7"	0	"5.994449271000001"	"LEFT_ARM"
"2.152646E7"	0	"6.034671459"	"LEFT_ARM"
"2.1526952E7"	0	"6.074863125"	"LEFT_ARM"
"2.153388E7"	0	"6.115115782"	"LEFT_ARM"
"2.156122E7"	0	"6.155276927"	"LEFT_ARM"
"2.1584432E7"	0	"6.195560104"	"LEFT_ARM"
"2.1599514E7"	0	"6.235782292000001"	"LEFT_ARM"
"2.1614768E7"	0	"6.276004479"	"LEFT_ARM"
"2.1640632E7"	0	"6.316226615000001"	"LEFT_ARM"
"2.165994E7"	0	"6.356448802"	"LEFT_ARM"
"2.1687228E7"	0	"6.3966709900000005"	"LEFT_ARM"
"2.1713686E7"	0	"6.436893125"	"LEFT_ARM"
"2.1741568E7"	0	"6.477145834000001"	"LEFT_ARM"
"2.17662E7"	0	"6.517367969"	"LEFT_ARM"
"2.1778582E7"	0	"6.557590157000001"	"LEFT_ARM"
"2.1808158E7"	0	"6.597878542"	"LEFT_ARM"
"2.1823656E7"	0	"6.638131198000001"	"LEFT_ARM"
"2.1846328E7"	0	"6.678322865"	"LEFT_ARM"
"2.184338E7"	0	"6.7185450520000005"	"LEFT_ARM"
"2.1766544E7"	0	"6.758736667000001"	"LEFT_ARM"
"2.1602856E7"	0	"6.798989375000001"	"LEFT_ARM"
"2.148318E7"	0	"6.839211511"	"LEFT_ARM"
"2.1407598E7"	0	"6.879403177"	"LEFT_ARM"
"2.134415E7"	0	"6.919625365000001"	"LEFT_ARM"
"2.1302832E7"	0	"6.959755990000001"	"LEFT_ARM"
"2.1299592E7"	0	"7.000039167000001"	"LEFT_ARM"
"2.1293572E7"	0	"7.040200313000001"	"LEFT_ARM"
"2.1272152E7"	0	"7.080452969"	"LEFT_ARM"
"2.125034E7"	0	"7.120614115"	"LEFT_ARM"
"2.1262696E7"	0	"7.160805782000001"	"LEFT_ARM"
"2.1276648E7"	0	"7.201119479000001"	"LEFT_ARM"
"2.1290796E7"	0	"7.241311146"	"LEFT_ARM"
"2.1305292E7"	0	"7.281533334000001"	"LEFT_ARM"
"2.1318726E7"	0	"7.321755469"	"LEFT_ARM"
"2.1324742E7"	0	"7.361977657000001"	"LEFT_ARM"
"2.1336288E7"	0	"7.402199792"	"LEFT_ARM"
"2.135277E7"	0	"7.442421979000001"	"LEFT_ARM"
"2.1369524E7"	0	"7.482644167"	"LEFT_ARM"
"2.1395684E7"	0	"7.522866302000001"	"LEFT_ARM"
"2.141251E7"	0	"7.563057969000001"	"LEFT_ARM"
"2.1440538E7"	0	"7.603499688"	"LEFT_ARM"
"2.1459624E7"	0	"7.643721823000001"	"LEFT_ARM"
"2.1474458E7"	0	"7.683944011"	"LEFT_ARM"
"2.1511746E7"	0	"7.724135625000001"	"LEFT_ARM"
"2.1536604E7"	0	"7.764357813"	"LEFT_ARM"
"2.1550728E7"	0	"7.804610521000001"	"LEFT_ARM"
"2.148389E7"	0	"7.844832657"	"LEFT_ARM"
"2.1334814E7"	0	"7.885054844000001"	"LEFT_ARM"
"2.1221132E7"	0	"7.925277032"	"LEFT_ARM"
"2.1160288E7"	0	"7.965529688"	"LEFT_ARM"
"2.1107354E7"	0	"8.005690834000001"	"LEFT_ARM"
"2.1052256E7"	0	"8.046004532000001"	"LEFT_ARM"
"2.104904E7"	0	"8.086226719"	"LEFT_ARM"
"2.1049188E7"	0	"8.126448907"	"LEFT_ARM"
"2.1024648E7"	0	"8.166671042"	"LEFT_ARM"
"2.1007726E7"	0	"8.206954271"	"LEFT_ARM"
"2.1009148E7"	0	"8.247206927"	"LEFT_ARM"
"2.1016764E7"	0	"8.287429115"	"LEFT_ARM"
"2.102772E7"	0	"8.32765125"	"LEFT_ARM"
"2.1045062E7"	0	"8.367842917"	"LEFT_ARM"
"2.1049582E7"	0	"8.408065104"	"LEFT_ARM"
"2.1062328E7"	0	"8.44828724"	"LEFT_ARM"
"2.107852E7"	0	"8.488509427"	"LEFT_ARM"
"2.1097404E7"	0	"8.528731615"	"LEFT_ARM"
"2.1114526E7"	0	"8.56895375"	"LEFT_ARM"
"2.1133244E7"	0	"8.60917099"	"LEFT_ARM"
"2.115599E7"	0	"8.649393125000001"	"LEFT_ARM"
"2.1185272E7"	0	"8.689584792"	"LEFT_ARM"
"2.1206348E7"	0	"8.729806979000001"	"LEFT_ARM"
"2.121735E7"	0	"8.769937604"	"LEFT_ARM"
"2.1235772E7"	0	"8.810251302000001"	"LEFT_ARM"
"2.1265324E7"	0	"8.85047349"	"LEFT_ARM"
"2.1291532E7"	0	"8.890695625000001"	"LEFT_ARM"
"2.1262376E7"	0	"8.930887292000001"	"LEFT_ARM"
"2.112956E7"	0	"8.971048438"	"LEFT_ARM"
"2.1001804E7"	0	"9.011331615000001"	"LEFT_ARM"
"2.0914458E7"	0	"9.051553802"	"LEFT_ARM"
"2.0865968E7"	0	"9.091775938000001"	"LEFT_ARM"
"2.0819172E7"	0	"9.131998125"	"LEFT_ARM"
"2.0799792E7"	0	"9.172189792000001"	"LEFT_ARM"
"2.0795024E7"	0	"9.212442448000001"	"LEFT_ARM"
"2.0766212E7"	0	"9.252664636"	"LEFT_ARM"
"2.0736048E7"	0	"9.292917344000001"	"LEFT_ARM"
"2.0724404E7"	0	"9.333139479"	"LEFT_ARM"
"2.0724872E7"	0	"9.373270104000001"	"LEFT_ARM"
"2.0719912E7"	0	"9.413583802"	"LEFT_ARM"
"2.0714384E7"	0	"9.453805990000001"	"LEFT_ARM"
"2.070957E7"	0	"9.494028177"	"LEFT_ARM"
"2.0717308E7"	0	"9.534250313000001"	"LEFT_ARM"
"2.071232E7"	0	"9.5744725"	"LEFT_ARM"
"2.0713944E7"	0	"9.614717969"	"LEFT_ARM"
"2.0721972E7"	0	"9.654970677000001"	"LEFT_ARM"
"2.0737178E7"	0	"9.695192865000001"	"LEFT_ARM"
"2.0751646E7"	0	"9.735415000000001"	"LEFT_ARM"
"2.0770784E7"	0	"9.775606667"	"LEFT_ARM"
"2.079107E7"	0	"9.815859375"	"LEFT_ARM"
"2.0805614E7"	0	"9.856081511000001"	"LEFT_ARM"
"2.0817356E7"	0	"9.896303698"	"LEFT_ARM"
"2.0841676E7"	0	"9.936525834000001"	"LEFT_ARM"
"2.0849536E7"	0	"9.976686979"	"LEFT_ARM"
"2.078648E7"	0	"10.016939688"	"LEFT_ARM"
"2.062404E7"	0	"10.057161823000001"	"LEFT_ARM"
"2.0503948E7"	0	"10.097414532"	"LEFT_ARM"
"2.0419472E7"	0	"10.137545157"	"LEFT_ARM"
"2.0361798E7"	0	"10.177828334"	"LEFT_ARM"
"2.0317092E7"	0	"10.218081042000001"	"LEFT_ARM"
"2.0300142E7"	0	"10.258303571"	"LEFT_ARM"
"2.028108E7"	0	"10.298524874"	"LEFT_ARM"
"2.0247648E7"	0	"10.338655499000001"	"LEFT_ARM"
"2.0218098E7"	0	"10.378938676"	"LEFT_ARM"
"2.0201864E7"	0	"10.419130343"	"LEFT_ARM"
"2.0187196E7"	0	"10.459413572"	"LEFT_ARM"
"2.019373E7"	0	"10.499666228"	"LEFT_ARM"
"2.0201542E7"	0	"10.539827374000001"	"LEFT_ARM"
"2.0201396E7"	0	"10.580049509"	"LEFT_ARM"
"2.0207046E7"	0	"10.62045102"	"LEFT_ARM"
"2.0218836E7"	0	"10.660734249"	"LEFT_ARM"
"2.0222962E7"	0	"10.700956384000001"	"LEFT_ARM"
"2.0229032E7"	0	"10.741178572"	"LEFT_ARM"
"2.0238658E7"	0	"10.781400707000001"	"LEFT_ARM"
"2.0257006E7"	0	"10.821622895"	"LEFT_ARM"
"2.0263494E7"	0	"10.861845082"	"LEFT_ARM"
"2.0272824E7"	0	"10.902067218000001"	"LEFT_ARM"
"2.0288918E7"	0	"10.942319926000001"	"LEFT_ARM"
"2.0304882E7"	0	"10.982542113000001"	"LEFT_ARM"
"2.0325296E7"	0	"11.022764249000002"	"LEFT_ARM"
"2.0341998E7"	0	"11.062986436000001"	"LEFT_ARM"
"2.0312424E7"	0	"11.103208572000002"	"LEFT_ARM"
"2.0178308E7"	0	"11.143430759000001"	"LEFT_ARM"
"2.0050724E7"	0	"11.183652947"	"LEFT_ARM"
"1.9960598E7"	0	"11.223875082000001"	"LEFT_ARM"
"1.9891304E7"	0	"11.26409727"	"LEFT_ARM"
"1.9830312E7"	0	"11.304258416000001"	"LEFT_ARM"
"1.9800272E7"	0	"11.344511072000001"	"LEFT_ARM"
"1.9779734E7"	0	"11.384824822"	"LEFT_ARM"
"1.9758608E7"	0	"11.425046957000001"	"LEFT_ARM"
"1.9730952E7"	0	"11.465269145"	"LEFT_ARM"
"1.9720342E7"	0	"11.505491332"	"LEFT_ARM"
"1.9717392E7"	0	"11.545652426"	"LEFT_ARM"
"1.9713068E7"	0	"11.585905134"	"LEFT_ARM"
"1.9710464E7"	0	"11.626133311"	"LEFT_ARM"
"1.9712088E7"	0	"11.666324926000001"	"LEFT_ARM"
"1.971501E7"	0	"11.706547113000001"	"LEFT_ARM"
"1.9715182E7"	0	"11.746769249000002"	"LEFT_ARM"
"1.9718254E7"	0	"11.786960916"	"LEFT_ARM"
"1.9723188E7"	0	"11.827183103000001"	"LEFT_ARM"
"1.973508E7"	0	"11.867405238"	"LEFT_ARM"
"1.975134E7"	0	"11.907627426000001"	"LEFT_ARM"
"1.9769764E7"	0	"11.947788572"	"LEFT_ARM"
"1.9782978E7"	0	"11.988071749000001"	"LEFT_ARM"
"1.9798204E7"	0	"12.028263416000001"	"LEFT_ARM"
"1.9813314E7"	0	"12.068485603000001"	"LEFT_ARM"
"1.9828712E7"	0	"12.108707738000001"	"LEFT_ARM"
"1.9854384E7"	0	"12.148838363000001"	"LEFT_ARM"
"1.9876516E7"	0	"12.189121593000001"	"LEFT_ARM"
"1.9836772E7"	0	"12.229343728"	"LEFT_ARM"
"1.9704744E7"	0	"12.269504874"	"LEFT_ARM"
"1.9595802E7"	0	"12.309788051"	"LEFT_ARM"
"1.9509336E7"	0	"12.349888155"	"LEFT_ARM"
"1.9443728E7"	0	"12.390171384"	"LEFT_ARM"
"1.9388852E7"	0	"12.43039352"	"LEFT_ARM"
"1.9362224E7"	0	"12.470524145"	"LEFT_ARM"
"1.9358564E7"	0	"12.510776853000001"	"LEFT_ARM"
"1.9335326E7"	0	"12.550937999"	"LEFT_ARM"
"1.9320808E7"	0	"12.591221176000001"	"LEFT_ARM"
"1.9310716E7"	0	"12.631625551"	"LEFT_ARM"
"1.9315064E7"	0	"12.671817166"	"LEFT_ARM"
"1.9331472E7"	0	"12.712008832"	"LEFT_ARM"
"1.9345276E7"	0	"12.752139457"	"LEFT_ARM"
"1.935756E7"	0	"12.792422634000001"	"LEFT_ARM"
"1.9365392E7"	0	"12.832614301000001"	"LEFT_ARM"
"1.938566E7"	0	"12.872836488"	"LEFT_ARM"
"1.9384946E7"	0	"12.913058624000001"	"LEFT_ARM"
"1.940939E7"	0	"12.953189249000001"	"LEFT_ARM"
"1.942884E7"	0	"12.993502947000001"	"LEFT_ARM"
"1.944778E7"	0	"13.033694613000002"	"LEFT_ARM"
"1.946424E7"	0	"13.073916801000001"	"LEFT_ARM"
"1.9482712E7"	0	"13.114138936000002"	"LEFT_ARM"
"1.9498138E7"	0	"13.154330603"	"LEFT_ARM"
"1.9513908E7"	0	"13.194583311"	"LEFT_ARM"
"1.953476E7"	0	"13.234805447000001"	"LEFT_ARM"
"1.9549524E7"	0	"13.274997113000001"	"LEFT_ARM"
"1.9568168E7"	0	"13.315219301"	"LEFT_ARM"
"1.9501944E7"	0	"13.355410916"	"LEFT_ARM"
"1.9377628E7"	0	"13.395633103000002"	"LEFT_ARM"
"1.9283672E7"	0	"13.435763728000001"	"LEFT_ARM"
"1.9223884E7"	0	"13.476046905"	"LEFT_ARM"
"1.9187504E7"	0	"13.516269093"	"LEFT_ARM"
"1.9164388E7"	0	"13.556430238"	"LEFT_ARM"
"1.9153752E7"	0	"13.596713416"	"LEFT_ARM"
"1.9142452E7"	0	"13.636947426"	"LEFT_ARM"
"1.9122388E7"	0	"13.677169561000001"	"LEFT_ARM"
"1.9126564E7"	0	"13.717391749"	"LEFT_ARM"
"1.9121748E7"	0	"13.757552895000002"	"LEFT_ARM"
"1.912602E7"	0	"13.797836072"	"LEFT_ARM"
"1.9143976E7"	0	"13.838058259"	"LEFT_ARM"
"1.9163184E7"	0	"13.878280395"	"LEFT_ARM"
"1.9170408E7"	0	"13.918502582"	"LEFT_ARM"
"1.9178024E7"	0	"13.958663728000001"	"LEFT_ARM"
"1.9196888E7"	0	"13.998946905"	"LEFT_ARM"
"1.920858E7"	0	"14.039138572"	"LEFT_ARM"
"1.9218896E7"	0	"14.079360759"	"LEFT_ARM"
"1.9229236E7"	0	"14.119613416000002"	"LEFT_ARM"
"1.9240562E7"	0	"14.159744041000002"	"LEFT_ARM"
"1.9246848E7"	0	"14.199966228000001"	"LEFT_ARM"
"1.9237468E7"	0	"14.240188363000001"	"LEFT_ARM"
"1.9230588E7"	0	"14.280380030000002"	"LEFT_ARM"
"1.923678E7"	0	"14.320510655000001"	"LEFT_ARM"
"1.9241644E7"	0	"14.360732791"	"LEFT_ARM"
"1.9244E7"	0	"14.400924457"	"LEFT_ARM"
"1.9200794E7"	0	"14.441177166000001"	"LEFT_ARM"
"1.9073504E7"	0	"14.48136878"	"LEFT_ARM"
"1.8965816E7"	0	"14.521560447"	"LEFT_ARM"
"1.888414E7"	0	"14.561752113"	"LEFT_ARM"
"1.8829956E7"	0	"14.60200477"	"LEFT_ARM"
"1.8771048E7"	0	"14.642431124000002"	"LEFT_ARM"
"1.873968E7"	0	"14.682622791000002"	"LEFT_ARM"
"1.8718948E7"	0	"14.722844926"	"LEFT_ARM"
"1.8686676E7"	0	"14.763036593"	"LEFT_ARM"
"1.8651448E7"	0	"14.80325878"	"LEFT_ARM"
"1.8639956E7"	0	"14.843450395000001"	"LEFT_ARM"
"1.8632144E7"	0	"14.883672582"	"LEFT_ARM"
"1.8634424E7"	0	"14.923894718000001"	"LEFT_ARM"
"1.8632956E7"	0	"14.964086384000002"	"LEFT_ARM"
"1.863826E7"	0	"15.004339093"	"LEFT_ARM"
"1.864037E7"	0	"15.044561228000001"	"LEFT_ARM"
"1.865226E7"	0	"15.084783416"	"LEFT_ARM"
"1.8655872E7"	0	"15.125005603000002"	"LEFT_ARM"
"1.8668128E7"	0	"15.165197218000001"	"LEFT_ARM"
"1.8670706E7"	0	"15.205449926000002"	"LEFT_ARM"
"1.8683728E7"	0	"15.245672061"	"LEFT_ARM"
"1.8689006E7"	0	"15.285894249000002"	"LEFT_ARM"
"1.8699448E7"	0	"15.326085916"	"LEFT_ARM"
"1.8706498E7"	0	"15.366277530000001"	"LEFT_ARM"
"1.8717156E7"	0	"15.406530238"	"LEFT_ARM"
"1.8727278E7"	0	"15.446721905"	"LEFT_ARM"
"1.8741132E7"	0	"15.486944041000001"	"LEFT_ARM"
"1.8749264E7"	0	"15.527135707000001"	"LEFT_ARM"
"1.8709296E7"	0	"15.567296853"	"LEFT_ARM"
"1.8576308E7"	0	"15.607580030000001"	"LEFT_ARM"
"1.8468104E7"	0	"15.648021384000002"	"LEFT_ARM"
"1.8394734E7"	0	"15.688213051000002"	"LEFT_ARM"
"1.8329124E7"	0	"15.728404666000001"	"LEFT_ARM"
"1.8270096E7"	0	"15.768535291000001"	"LEFT_ARM"
"1.8239224E7"	0	"15.80881852"	"LEFT_ARM"
"1.8221732E7"	0	"15.849040655000001"	"LEFT_ARM"
"1.8199896E7"	0	"15.889232322000002"	"LEFT_ARM"
"1.8178008E7"	0	"15.929423988000002"	"LEFT_ARM"
"1.817162E7"	0	"15.969615603000001"	"LEFT_ARM"
"1.8162286E7"	0	"16.009837791000002"	"LEFT_ARM"
"1.8176878E7"	0	"16.050059978"	"LEFT_ARM"
"1.818894E7"	0	"16.090251593"	"LEFT_ARM"
"1.8199772E7"	0	"16.130443259"	"LEFT_ARM"
"1.8202424E7"	0	"16.170573884"	"LEFT_ARM"
"1.8216942E7"	0	"16.210857061000002"	"LEFT_ARM"
"1.822878E7"	0	"16.251079249"	"LEFT_ARM"
"1.824131E7"	0	"16.291270916000002"	"LEFT_ARM"
"1.8258576E7"	0	"16.331493051000002"	"LEFT_ARM"
"1.8277932E7"	0	"16.371654197"	"LEFT_ARM"
"1.8300584E7"	0	"16.411876384"	"LEFT_ARM"
"1.8323624E7"	0	"16.452067999"	"LEFT_ARM"
"1.8340476E7"	0	"16.492290186"	"LEFT_ARM"
"1.8363172E7"	0	"16.532451332"	"LEFT_ARM"
"1.8387216E7"	0	"16.572673468"	"LEFT_ARM"
"1.8413254E7"	0	"16.612895655000003"	"LEFT_ARM"
"1.8437768E7"	0	"16.651764666000002"	"LEFT_ARM"
"1.8441798E7"	0	"16.69195628"	"LEFT_ARM"
"1.8359312E7"	0	"16.732086905000003"	"LEFT_ARM"
"1.8260368E7"	0	"16.772339613"	"LEFT_ARM"
"1.818194E7"	0	"16.812561749"	"LEFT_ARM"
"1.8133864E7"	0	"16.852783936"	"LEFT_ARM"
"1.808356E7"	0	"16.892975603"	"LEFT_ARM"
"1.8057256E7"	0	"16.933136697000002"	"LEFT_ARM"
"1.804234E7"	0	"16.973328363"	"LEFT_ARM"
"1.8035442E7"	0	"17.013550551"	"LEFT_ARM"
"1.8014022E7"	0	"17.053772686000002"	"LEFT_ARM"
"1.8003412E7"	0	"17.093964353"	"LEFT_ARM"
"1.7994344E7"	0	"17.134186541000002"	"LEFT_ARM"
"1.799496E7"	0	"17.174347634"	"LEFT_ARM"
"1.7998618E7"	0	"17.214569822"	"LEFT_ARM"
"1.800692E7"	0	"17.254761488"	"LEFT_ARM"
"1.8017212E7"	0	"17.294953103"	"LEFT_ARM"
"1.8029104E7"	0	"17.335175291000002"	"LEFT_ARM"
"1.8029644E7"	0	"17.375366957"	"LEFT_ARM"
