File Created Date: 2024-06-03			Comments: RECORDING START TIME: Sun Jun 02 22:40:43 EDT 2024, DURATION: 30s. Left 0818, right 1064. Left tourniquet.

PPG	Derivative	Time	Laterality
"1.6089427E7"	0	"1.253400729"	"LEFT_ARM"
"1.6098246E7"	0	"1.2925242700000001"	"LEFT_ARM"
"1.6108124E7"	0	"1.3315867700000001"	"LEFT_ARM"
"1.6109303E7"	0	"1.3707408330000002"	"LEFT_ARM"
"1.6119472E7"	0	"1.409864323"	"LEFT_ARM"
"1.6135953E7"	0	"1.448987864"	"LEFT_ARM"
"1.6145483E7"	0	"1.488080885"	"LEFT_ARM"
"1.6165062E7"	0	"1.527234948"	"LEFT_ARM"
"1.6174812E7"	0	"1.5664195310000002"	"LEFT_ARM"
"1.6192008E7"	0	"1.6055735930000001"	"LEFT_ARM"
"1.6200924E7"	0	"1.644758125"	"LEFT_ARM"
"1.6216571E7"	0	"1.6838511450000002"	"LEFT_ARM"
"1.6234897E7"	0	"1.7230967700000002"	"LEFT_ARM"
"1.6243469E7"	0	"1.7622813540000002"	"LEFT_ARM"
"1.6262995E7"	0	"1.801465885"	"LEFT_ARM"
"1.6282624E7"	0	"1.840619948"	"LEFT_ARM"
"1.6293062E7"	0	"1.8797434890000002"	"LEFT_ARM"
"1.62895E7"	0	"1.9189891140000002"	"LEFT_ARM"
"1.6259019E7"	0	"1.958173645"	"LEFT_ARM"
"1.6220623E7"	0	"1.997327708"	"LEFT_ARM"
"1.6197901E7"	0	"2.036512291"	"LEFT_ARM"
"1.6174E7"	0	"2.075605312"	"LEFT_ARM"
"1.615634E7"	0	"2.114820416"	"LEFT_ARM"
"1.6137648E7"	0	"2.1540659890000002"	"LEFT_ARM"
"1.614418E7"	0	"2.1932505730000003"	"LEFT_ARM"
"1.6157201E7"	0	"2.232404635"	"LEFT_ARM"
"1.616376E7"	0	"2.2716469790000002"	"LEFT_ARM"
"1.6159337E7"	0	"2.3108925520000003"	"LEFT_ARM"
"1.61615E7"	0	"2.3500771350000003"	"LEFT_ARM"
"1.6175205E7"	0	"2.389231198"	"LEFT_ARM"
"1.6185132E7"	0	"2.428415781"	"LEFT_ARM"
"1.619648E7"	0	"2.467600312"	"LEFT_ARM"
"1.6210749E7"	0	"2.506784895"	"LEFT_ARM"
"1.6219175E7"	0	"2.5460000000000003"	"LEFT_ARM"
"1.6234575E7"	0	"2.585154062"	"LEFT_ARM"
"1.6249807E7"	0	"2.624338593"	"LEFT_ARM"
"1.6264395E7"	0	"2.663523177"	"LEFT_ARM"
"1.6273385E7"	0	"2.70270776"	"LEFT_ARM"
"1.6286971E7"	0	"2.741892343"	"LEFT_ARM"
"1.6299917E7"	0	"2.781076875"	"LEFT_ARM"
"1.6316151E7"	0	"2.8201698950000003"	"LEFT_ARM"
"1.6328752E7"	0	"2.859446041"	"LEFT_ARM"
"1.6340396E7"	0	"2.898630625"	"LEFT_ARM"
"1.6318803E7"	0	"2.937815156"	"LEFT_ARM"
"1.6282354E7"	0	"2.976999739"	"LEFT_ARM"
"1.6253073E7"	0	"3.0161538020000003"	"LEFT_ARM"
"1.6231556E7"	0	"3.055368906"	"LEFT_ARM"
"1.6215415E7"	0	"3.094553437"	"LEFT_ARM"
"1.6195027E7"	0	"3.13373802"	"LEFT_ARM"
"1.6190658E7"	0	"3.1729531250000003"	"LEFT_ARM"
"1.6209324E7"	0	"3.212168177"	"LEFT_ARM"
"1.6209399E7"	0	"3.25135276"	"LEFT_ARM"
"1.6205175E7"	0	"3.2903868230000004"	"LEFT_ARM"
"1.6206155E7"	0	"3.329601927"	"LEFT_ARM"
"1.6214188E7"	0	"3.368786458"	"LEFT_ARM"
"1.6217282E7"	0	"3.4080015620000004"	"LEFT_ARM"
"1.6236764E7"	0	"3.447216666"	"LEFT_ARM"
"1.6249463E7"	0	"3.486340208"	"LEFT_ARM"
"1.6259778E7"	0	"3.525585781"	"LEFT_ARM"
"1.6267762E7"	0	"3.564770364"	"LEFT_ARM"
"1.6284292E7"	0	"3.6039854680000003"	"LEFT_ARM"
"1.6293283E7"	0	"3.64317"	"LEFT_ARM"
"1.6310995E7"	0	"3.682385104"	"LEFT_ARM"
"1.6321655E7"	0	"3.721569687"	"LEFT_ARM"
"1.6329661E7"	0	"3.7607847910000003"	"LEFT_ARM"
"1.6343909E7"	0	"3.799999843"	"LEFT_ARM"
"1.635828E7"	0	"3.839184427"	"LEFT_ARM"
"1.6378791E7"	0	"3.878307968"	"LEFT_ARM"
"1.6376823E7"	0	"3.9175840620000004"	"LEFT_ARM"
"1.6347842E7"	0	"3.9567076040000004"	"LEFT_ARM"
"1.6320229E7"	0	"3.99598375"	"LEFT_ARM"
"1.6285448E7"	0	"4.0351683330000006"	"LEFT_ARM"
"1.6267542E7"	0	"4.074291875"	"LEFT_ARM"
"1.6248801E7"	0	"4.113567968"	"LEFT_ARM"
"1.6225809E7"	0	"4.152752552"	"LEFT_ARM"
"1.6224335E7"	0	"4.191937135"	"LEFT_ARM"
"1.6233202E7"	0	"4.2310606250000005"	"LEFT_ARM"
"1.6229689E7"	0	"4.270585885"	"LEFT_ARM"
"1.623126E7"	0	"4.30983151"	"LEFT_ARM"
"1.6234849E7"	0	"4.349016093"	"LEFT_ARM"
"1.6244647E7"	0	"4.3882006250000005"	"LEFT_ARM"
"1.6258206E7"	0	"4.427415729000001"	"LEFT_ARM"
"1.6273756E7"	0	"4.466600312000001"	"LEFT_ARM"
"1.6274736E7"	0	"4.505754375"	"LEFT_ARM"
"1.6284318E7"	0	"4.5449389060000005"	"LEFT_ARM"
"1.6300504E7"	0	"4.584092968"	"LEFT_ARM"
"1.6302225E7"	0	"4.623277552"	"LEFT_ARM"
"1.6322246E7"	0	"4.662462135"	"LEFT_ARM"
"1.63401E7"	0	"4.701646666"	"LEFT_ARM"
"1.6348477E7"	0	"4.74083125"	"LEFT_ARM"
"1.6362676E7"	0	"4.780015833"	"LEFT_ARM"
"1.6377242E7"	0	"4.819230937"	"LEFT_ARM"
"1.6388051E7"	0	"4.8584154680000005"	"LEFT_ARM"
"1.6400626E7"	0	"4.8976000520000005"	"LEFT_ARM"
"1.6399646E7"	0	"4.936784635"	"LEFT_ARM"
"1.6372749E7"	0	"4.975999739000001"	"LEFT_ARM"
"1.6342117E7"	0	"5.015184270000001"	"LEFT_ARM"
"1.6320551E7"	0	"5.054399375"	"LEFT_ARM"
"1.6301515E7"	0	"5.093522916"	"LEFT_ARM"
"1.6287536E7"	0	"5.132738020000001"	"LEFT_ARM"
"1.6274961E7"	0	"5.171953073"	"LEFT_ARM"
"1.6272013E7"	0	"5.211168177"	"LEFT_ARM"
"1.6280461E7"	0	"5.25035276"	"LEFT_ARM"
"1.627712E7"	0	"5.289606770000001"	"LEFT_ARM"
"1.6281419E7"	0	"5.3288828640000006"	"LEFT_ARM"
"1.6275694E7"	0	"5.368097968000001"	"LEFT_ARM"
"1.6286503E7"	0	"5.407282552000001"	"LEFT_ARM"
"1.6295543E7"	0	"5.446436562000001"	"LEFT_ARM"
"1.6307654E7"	0	"5.485529583"	"LEFT_ARM"
"1.6323769E7"	0	"5.5248057290000006"	"LEFT_ARM"
"1.6334305E7"	0	"5.5639903120000005"	"LEFT_ARM"
"1.6335558E7"	0	"5.603205364"	"LEFT_ARM"
"1.635015E7"	0	"5.642389948"	"LEFT_ARM"
"1.6356881E7"	0	"5.681574531000001"	"LEFT_ARM"
"1.6367982E7"	0	"5.720789635"	"LEFT_ARM"
"1.6381122E7"	0	"5.759974166"	"LEFT_ARM"
"1.6384613E7"	0	"5.79915875"	"LEFT_ARM"
"1.6388886E7"	0	"5.838312812000001"	"LEFT_ARM"
"1.6407282E7"	0	"5.877436354"	"LEFT_ARM"
"1.6408487E7"	0	"5.916620885"	"LEFT_ARM"
"1.6383483E7"	0	"5.955866510000001"	"LEFT_ARM"
"1.6351523E7"	0	"5.995081614"	"LEFT_ARM"
"1.6316151E7"	0	"6.034235677000001"	"LEFT_ARM"
"1.6293283E7"	0	"6.073359166"	"LEFT_ARM"
"1.6282253E7"	0	"6.1125742700000005"	"LEFT_ARM"
"1.6271104E7"	0	"6.151789375000001"	"LEFT_ARM"
"1.6265083E7"	0	"6.190973958000001"	"LEFT_ARM"
"1.6255355E7"	0	"6.230158489000001"	"LEFT_ARM"
"1.6257911E7"	0	"6.26925151"	"LEFT_ARM"
"1.624956E7"	0	"6.310138854000001"	"LEFT_ARM"
"1.6256931E7"	0	"6.349323437000001"	"LEFT_ARM"
"1.6254397E7"	0	"6.388507968000001"	"LEFT_ARM"
"1.6265502E7"	0	"6.42763151"	"LEFT_ARM"
"1.6270636E7"	0	"6.466907656"	"LEFT_ARM"
"1.6279944E7"	0	"6.506061718000001"	"LEFT_ARM"
"1.6292497E7"	0	"6.545246250000001"	"LEFT_ARM"
"1.629989E7"	0	"6.584369791"	"LEFT_ARM"
"1.6309592E7"	0	"6.623523854"	"LEFT_ARM"
"1.6317996E7"	0	"6.662800000000001"	"LEFT_ARM"
"1.6324259E7"	0	"6.701984531000001"	"LEFT_ARM"
"1.6337721E7"	0	"6.741169114000001"	"LEFT_ARM"
"1.634767E7"	0	"6.780353698000001"	"LEFT_ARM"
"1.6358845E7"	0	"6.8195077600000005"	"LEFT_ARM"
"1.6370339E7"	0	"6.858722812000001"	"LEFT_ARM"
"1.6378544E7"	0	"6.897876875000001"	"LEFT_ARM"
"1.638633E7"	0	"6.9370614580000005"	"LEFT_ARM"
"1.6349559E7"	0	"6.9762460410000005"	"LEFT_ARM"
"1.6312147E7"	0	"7.015430573000001"	"LEFT_ARM"
"1.6293971E7"	0	"7.0546151560000006"	"LEFT_ARM"
"1.6262064E7"	0	"7.0937997390000005"	"LEFT_ARM"
"1.6248602E7"	0	"7.132892760000001"	"LEFT_ARM"
"1.6231212E7"	0	"7.172168854000001"	"LEFT_ARM"
"1.622765E7"	0	"7.211322916"	"LEFT_ARM"
"1.6229221E7"	0	"7.2505075"	"LEFT_ARM"
"1.623288E7"	0	"7.289692083"	"LEFT_ARM"
"1.6224357E7"	0	"7.328789531000001"	"LEFT_ARM"
"1.6222516E7"	0	"7.367943541000001"	"LEFT_ARM"
"1.6239218E7"	0	"7.407128125000001"	"LEFT_ARM"
"1.6247251E7"	0	"7.446251666"	"LEFT_ARM"
"1.6250443E7"	0	"7.485283645000001"	"LEFT_ARM"
"1.6261989E7"	0	"7.52449875"	"LEFT_ARM"
"1.627282E7"	0	"7.56359177"	"LEFT_ARM"
"1.628999E7"	0	"7.602745781"	"LEFT_ARM"
"1.6308978E7"	0	"7.641869323000001"	"LEFT_ARM"
"1.6313547E7"	0	"7.6809013020000005"	"LEFT_ARM"
"1.6328999E7"	0	"7.7200858850000005"	"LEFT_ARM"
"1.6338432E7"	0	"7.759209427"	"LEFT_ARM"
"1.6359556E7"	0	"7.798332968"	"LEFT_ARM"
"1.6371447E7"	0	"7.837456510000001"	"LEFT_ARM"
"1.6377882E7"	0	"7.876519010000001"	"LEFT_ARM"
"1.6396596E7"	0	"7.915673073000001"	"LEFT_ARM"
"1.6413228E7"	0	"7.9548270830000005"	"LEFT_ARM"
"1.6400653E7"	0	"7.993981145"	"LEFT_ARM"
"1.6377317E7"	0	"8.033043645000001"	"LEFT_ARM"
"1.6349435E7"	0	"8.072258750000001"	"LEFT_ARM"
"1.6327304E7"	0	"8.111382291"	"LEFT_ARM"
"1.6306745E7"	0	"8.150475312000001"	"LEFT_ARM"
"1.6293654E7"	0	"8.189629375"	"LEFT_ARM"
"1.6281639E7"	0	"8.228752864"	"LEFT_ARM"
"1.6285422E7"	0	"8.267906927"	"LEFT_ARM"
"1.6287439E7"	0	"8.307030468"	"LEFT_ARM"
"1.6283162E7"	0	"8.346322760000001"	"LEFT_ARM"
"1.6291173E7"	0	"8.385446302"	"LEFT_ARM"
"1.628901E7"	0	"8.424600364"	"LEFT_ARM"
"1.6296673E7"	0	"8.463723854000001"	"LEFT_ARM"
"1.6306498E7"	0	"8.502847395"	"LEFT_ARM"
"1.63078E7"	0	"8.541940416000001"	"LEFT_ARM"
"1.6321827E7"	0	"8.581094479"	"LEFT_ARM"
"1.6337549E7"	0	"8.620218020000001"	"LEFT_ARM"
"1.6345335E7"	0	"8.659372083000001"	"LEFT_ARM"
"1.63529E7"	0	"8.698404062"	"LEFT_ARM"
"1.6355848E7"	0	"8.737619166"	"LEFT_ARM"
"1.6367836E7"	0	"8.776742656"	"LEFT_ARM"
"1.638874E7"	0	"8.815866198"	"LEFT_ARM"
"1.6384366E7"	0	"8.85502026"	"LEFT_ARM"
"1.640075E7"	0	"8.894052239"	"LEFT_ARM"
"1.6411952E7"	0	"8.933236823000001"	"LEFT_ARM"
"1.6427917E7"	0	"8.972421406"	"LEFT_ARM"
"1.6426959E7"	0	"9.011544948000001"	"LEFT_ARM"
"1.6397726E7"	0	"9.050668437"	"LEFT_ARM"
"1.6366066E7"	0	"9.089761458"	"LEFT_ARM"
"1.634413E7"	0	"9.128946041"	"LEFT_ARM"
"1.6326541E7"	0	"9.168100104"	"LEFT_ARM"
"1.6307138E7"	0	"9.207223645000001"	"LEFT_ARM"
"1.6295763E7"	0	"9.246377708"	"LEFT_ARM"
"1.6289478E7"	0	"9.285501198"	"LEFT_ARM"
"1.6293896E7"	0	"9.32465526"	"LEFT_ARM"
"1.6283877E7"	0	"9.364333385"	"LEFT_ARM"
"1.6286874E7"	0	"9.403487448"	"LEFT_ARM"
"1.6282818E7"	0	"9.442641510000001"	"LEFT_ARM"
"1.6287611E7"	0	"9.481704010000001"	"LEFT_ARM"
"1.6289747E7"	0	"9.520919062"	"LEFT_ARM"
"1.6304904E7"	0	"9.560073125"	"LEFT_ARM"
"1.6315758E7"	0	"9.599196666000001"	"LEFT_ARM"
"1.6324603E7"	0	"9.638320208000001"	"LEFT_ARM"
"1.6343393E7"	0	"9.677382708000001"	"LEFT_ARM"
"1.6348676E7"	0	"9.716567291"	"LEFT_ARM"
"1.6354449E7"	0	"9.755751875000001"	"LEFT_ARM"
"1.6374369E7"	0	"9.794875364000001"	"LEFT_ARM"
"1.6377366E7"	0	"9.833937864000001"	"LEFT_ARM"
"1.6387164E7"	0	"9.873152968000001"	"LEFT_ARM"
"1.6403305E7"	0	"9.912307031000001"	"LEFT_ARM"
"1.6420427E7"	0	"9.951430573000001"	"LEFT_ARM"
"1.6430644E7"	0	"9.990554114"	"LEFT_ARM"
"1.6443171E7"	0	"10.029616614"	"LEFT_ARM"
"1.6441745E7"	0	"10.068831666000001"	"LEFT_ARM"
"1.6409714E7"	0	"10.107955208"	"LEFT_ARM"
"1.6379599E7"	0	"10.147109270000001"	"LEFT_ARM"
"1.6348009E7"	0	"10.186232812"	"LEFT_ARM"
"1.6332363E7"	0	"10.225356354"	"LEFT_ARM"
"1.6309618E7"	0	"10.264510416"	"LEFT_ARM"
"1.6300186E7"	0	"10.303572916"	"LEFT_ARM"
"1.6289624E7"	0	"10.342787968000001"	"LEFT_ARM"
"1.628886E7"	0	"10.381968958"	"LEFT_ARM"
"1.6293751E7"	0	"10.4210925"	"LEFT_ARM"
"1.6285643E7"	0	"10.460246562"	"LEFT_ARM"
"1.6295273E7"	0	"10.499400625"	"LEFT_ARM"
"1.629127E7"	0	"10.538524114000001"	"LEFT_ARM"
"1.6296452E7"	0	"10.577678177000001"	"LEFT_ARM"
"1.6305147E7"	0	"10.616832239"	"LEFT_ARM"
"1.6316226E7"	0	"10.655955781000001"	"LEFT_ARM"
"1.6327918E7"	0	"10.695079323"	"LEFT_ARM"
"1.6340665E7"	0	"10.734233385000001"	"LEFT_ARM"
"1.6348283E7"	0	"10.773387395"	"LEFT_ARM"
"1.6359309E7"	0	"10.812510937"	"LEFT_ARM"
"1.6365991E7"	0	"10.851634479000001"	"LEFT_ARM"
"1.6382989E7"	0	"10.8907275"	"LEFT_ARM"
"1.6387067E7"	0	"10.929881562"	"LEFT_ARM"
"1.6412491E7"	0	"10.969005104"	"LEFT_ARM"
"1.6414971E7"	0	"11.008128645000001"	"LEFT_ARM"
"1.6433028E7"	0	"11.047282708000001"	"LEFT_ARM"
"1.6455062E7"	0	"11.086436718"	"LEFT_ARM"
"1.6453609E7"	0	"11.125529739000001"	"LEFT_ARM"
"1.6444005E7"	0	"11.164592239000001"	"LEFT_ARM"
"1.6414653E7"	0	"11.203837864"	"LEFT_ARM"
"1.6380411E7"	0	"11.242961406000001"	"LEFT_ARM"
"1.636265E7"	0	"11.282023906000001"	"LEFT_ARM"
"1.6346217E7"	0	"11.321238958"	"LEFT_ARM"
"1.6318953E7"	0	"11.3603625"	"LEFT_ARM"
"1.6322758E7"	0	"11.399212760000001"	"LEFT_ARM"
"1.6316888E7"	0	"11.438366823"	"LEFT_ARM"
"1.6311265E7"	0	"11.477429323"	"LEFT_ARM"
"1.6314875E7"	0	"11.516613906"	"LEFT_ARM"
"1.6312518E7"	0	"11.555798437"	"LEFT_ARM"
"1.6303748E7"	0	"11.594952500000002"	"LEFT_ARM"
"1.6330301E7"	0	"11.63404552"	"LEFT_ARM"
"1.632448E7"	0	"11.673260625000001"	"LEFT_ARM"
"1.6338087E7"	0	"11.712414687"	"LEFT_ARM"
"1.6346857E7"	0	"11.751568698000002"	"LEFT_ARM"
"1.6359534E7"	0	"11.790692239"	"LEFT_ARM"
"1.6373433E7"	0	"11.829846302"	"LEFT_ARM"
"1.6380067E7"	0	"11.869000364000001"	"LEFT_ARM"
"1.6396526E7"	0	"11.908154427000001"	"LEFT_ARM"
"1.6412539E7"	0	"11.94733901"	"LEFT_ARM"
"1.6419689E7"	0	"11.9864625"	"LEFT_ARM"
"1.6439313E7"	0	"12.025616562000002"	"LEFT_ARM"
"1.6446194E7"	0	"12.064770625000001"	"LEFT_ARM"
"1.6458231E7"	0	"12.103894166"	"LEFT_ARM"
"1.6477267E7"	0	"12.143048229000001"	"LEFT_ARM"
"1.6486183E7"	0	"12.182203049"	"LEFT_ARM"
"1.6479673E7"	0	"12.22135706"	"LEFT_ARM"
"1.6442041E7"	0	"12.260512945"	"LEFT_ARM"
"1.6412367E7"	0	"12.299636487"	"LEFT_ARM"
"1.6392152E7"	0	"12.338790549"	"LEFT_ARM"
"1.6376359E7"	0	"12.377944612"	"LEFT_ARM"
"1.6357737E7"	0	"12.417240081000001"	"LEFT_ARM"
"1.6346857E7"	0	"12.456394143"	"LEFT_ARM"
"1.6341552E7"	0	"12.495487164"	"LEFT_ARM"
"1.6339266E7"	0	"12.534702268"	"LEFT_ARM"
"1.6339906E7"	0	"12.573886851000001"	"LEFT_ARM"
"1.633374E7"	0	"12.613010393000001"	"LEFT_ARM"
"1.6331233E7"	0	"12.652194924000002"	"LEFT_ARM"
"1.6332093E7"	0	"12.691287945000001"	"LEFT_ARM"
"1.6337721E7"	0	"12.730503049000001"	"LEFT_ARM"
"1.6348698E7"	0	"12.769657112"	"LEFT_ARM"
"1.6345604E7"	0	"12.808811174"	"LEFT_ARM"
"1.6370021E7"	0	"12.847965185000001"	"LEFT_ARM"
"1.6367492E7"	0	"12.887119247000001"	"LEFT_ARM"
"1.6372771E7"	0	"12.926273310000001"	"LEFT_ARM"
"1.6387411E7"	0	"12.965427372"	"LEFT_ARM"
"1.6399254E7"	0	"13.004581435"	"LEFT_ARM"
"1.6411952E7"	0	"13.043704924"	"LEFT_ARM"
"1.6425485E7"	0	"13.082767424"	"LEFT_ARM"
"1.6433001E7"	0	"13.122013049000001"	"LEFT_ARM"
"1.6431823E7"	0	"13.161136591"	"LEFT_ARM"
"1.6457957E7"	0	"13.200290654000002"	"LEFT_ARM"
"1.6468621E7"	0	"13.239444716000001"	"LEFT_ARM"
"1.6437327E7"	0	"13.278507216000001"	"LEFT_ARM"
"1.6404802E7"	0	"13.317722268"	"LEFT_ARM"
"1.63669E7"	0	"13.356845810000001"	"LEFT_ARM"
"1.6354471E7"	0	"13.395999872"	"LEFT_ARM"
"1.6332464E7"	0	"13.434947737000002"	"LEFT_ARM"
"1.629805E7"	0	"13.474071279"	"LEFT_ARM"
"1.6297975E7"	0	"13.513225341"	"LEFT_ARM"
"1.6289182E7"	0	"13.552379351"	"LEFT_ARM"
"1.6286358E7"	0	"13.591502893000001"	"LEFT_ARM"
"1.6284566E7"	0	"13.630565393000001"	"LEFT_ARM"
"1.6283705E7"	0	"13.669780497000001"	"LEFT_ARM"
"1.628638E7"	0	"13.708873518"	"LEFT_ARM"
"1.6287585E7"	0	"13.748027581"	"LEFT_ARM"
"1.6292766E7"	0	"13.787151122000001"	"LEFT_ARM"
"1.6299449E7"	0	"13.826274612"	"LEFT_ARM"
"1.6310722E7"	0	"13.865459195000001"	"LEFT_ARM"
"1.6319593E7"	0	"13.904613258000001"	"LEFT_ARM"
"1.632986E7"	0	"13.943736799000002"	"LEFT_ARM"
"1.6338356E7"	0	"13.982829820000001"	"LEFT_ARM"
"1.63375E7"	0	"14.022044872"	"LEFT_ARM"
"1.6355725E7"	0	"14.061198935"	"LEFT_ARM"
"1.6368203E7"	0	"14.100352997000002"	"LEFT_ARM"
"1.6367271E7"	0	"14.139507060000001"	"LEFT_ARM"
"1.6391441E7"	0	"14.178661122000001"	"LEFT_ARM"
"1.6397704E7"	0	"14.217845654000001"	"LEFT_ARM"
"1.6416494E7"	0	"14.256999716000001"	"LEFT_ARM"
"1.6427502E7"	0	"14.296153779"	"LEFT_ARM"
"1.6432878E7"	0	"14.335307841"	"LEFT_ARM"
"1.6420352E7"	0	"14.374461904"	"LEFT_ARM"
"1.6379356E7"	0	"14.413646435"	"LEFT_ARM"
"1.6338458E7"	0	"14.453171279000001"	"LEFT_ARM"
"1.631296E7"	0	"14.492294820000001"	"LEFT_ARM"
"1.6304754E7"	0	"14.531479404"	"LEFT_ARM"
"1.6280584E7"	0	"14.570633466"	"LEFT_ARM"
"1.6266164E7"	0	"14.609787529"	"LEFT_ARM"
"1.6264346E7"	0	"14.648941539"	"LEFT_ARM"
"1.6263194E7"	0	"14.688065081000001"	"LEFT_ARM"
"1.6265035E7"	0	"14.727280185000001"	"LEFT_ARM"
"1.6260171E7"	0	"14.766373206"	"LEFT_ARM"
"1.6268844E7"	0	"14.805588310000001"	"LEFT_ARM"
"1.6275354E7"	0	"14.844772841000001"	"LEFT_ARM"
"1.6282699E7"	0	"14.883835341000001"	"LEFT_ARM"
"1.6298222E7"	0	"14.923080966"	"LEFT_ARM"
"1.6298491E7"	0	"14.962235029"	"LEFT_ARM"
"1.6313326E7"	0	"15.00141956"	"LEFT_ARM"
"1.6324012E7"	0	"15.040573622"	"LEFT_ARM"
"1.6336075E7"	0	"15.079697164"	"LEFT_ARM"
"1.6345185E7"	0	"15.118942789"	"LEFT_ARM"
"1.6354105E7"	0	"15.158096851000002"	"LEFT_ARM"
"1.6368745E7"	0	"15.197250862"	"LEFT_ARM"
"1.6389817E7"	0	"15.236404924"	"LEFT_ARM"
"1.6402913E7"	0	"15.275467424"	"LEFT_ARM"
"1.6418877E7"	0	"15.314713049000002"	"LEFT_ARM"
"1.6429563E7"	0	"15.353867112000001"	"LEFT_ARM"
"1.6445528E7"	0	"15.393051643000002"	"LEFT_ARM"
"1.6453932E7"	0	"15.432284456000001"	"LEFT_ARM"
"1.6428654E7"	0	"15.471469039"	"LEFT_ARM"
"1.6402246E7"	0	"15.510623101"	"LEFT_ARM"
"1.635877E7"	0	"15.549777164000002"	"LEFT_ARM"
"1.6355354E7"	0	"15.588931174"	"LEFT_ARM"
"1.6330054E7"	0	"15.628085237"	"LEFT_ARM"
"1.6315758E7"	0	"15.667239299"	"LEFT_ARM"
"1.631495E7"	0	"15.706393362000002"	"LEFT_ARM"
"1.6313057E7"	0	"15.745547424000002"	"LEFT_ARM"
"1.6307579E7"	0	"15.784701435"	"LEFT_ARM"
"1.6306917E7"	0	"15.823855497"	"LEFT_ARM"
"1.6306326E7"	0	"15.863009560000002"	"LEFT_ARM"
"1.6315833E7"	0	"15.902163622000002"	"LEFT_ARM"
"1.6327843E7"	0	"15.941317685000001"	"LEFT_ARM"
"1.6328752E7"	0	"15.980471747000001"	"LEFT_ARM"
"1.6342585E7"	0	"16.019625758"	"LEFT_ARM"
"1.6350737E7"	0	"16.05877982"	"LEFT_ARM"
"1.6355354E7"	0	"16.097811799000002"	"LEFT_ARM"
"1.6374148E7"	0	"16.137057424"	"LEFT_ARM"
"1.6372404E7"	0	"16.176211487"	"LEFT_ARM"
"1.6382305E7"	0	"16.215365497"	"LEFT_ARM"
"1.6393652E7"	0	"16.254519560000002"	"LEFT_ARM"
"1.6405662E7"	0	"16.293643101"	"LEFT_ARM"
"1.6425291E7"	0	"16.332736122"	"LEFT_ARM"
"1.642202E7"	0	"16.371981747"	"LEFT_ARM"
"1.6445064E7"	0	"16.41113581"	"LEFT_ARM"
"1.6453658E7"	0	"16.451097320000002"	"LEFT_ARM"
"1.6458866E7"	0	"16.490220862"	"LEFT_ARM"
"1.6430892E7"	0	"16.529435966"	"LEFT_ARM"
"1.6391737E7"	0	"16.568559508"	"LEFT_ARM"
"1.6364791E7"	0	"16.60771357"	"LEFT_ARM"
"1.6340546E7"	0	"16.646867581000002"	"LEFT_ARM"
"1.6320843E7"	0	"16.685991122"	"LEFT_ARM"
"1.6305001E7"	0	"16.725145185000002"	"LEFT_ARM"
"1.6302225E7"	0	"16.764329768"	"LEFT_ARM"
"1.6299153E7"	0	"16.803483831"	"LEFT_ARM"
"1.6296033E7"	0	"16.842607372"	"LEFT_ARM"
"1.6297533E7"	0	"16.881669872"	"LEFT_ARM"
